BsmtExposure,GarageYrBlt,MasVnrArea,OverallQual,GrLivArea,GarageType,GarageArea,Exterior2nd,1stFlrSF,2ndFlrSF,BsmtQual,FireplaceQu,KitchenQual,Neighborhood,SaleCondition,YearRemodAdd,LandContour,ExterQual,SaleType,GarageFinish,OverallCond,GarageCars,WoodDeckSF,BsmtFinSF1,LotFrontage,YearBuilt,Exterior1st,TotRmsAbvGrd,TotalBsmtSF,SalePrice
0,1993.0,125.0,8,1911,Attchd,471,VinylSd,1065,846,4,3,4,SawyerW,Normal,1994,Lvl,4,WD,RFn,5,2,182,380,80.0,1993,VinylSd,8,777,215000
0,2009.0,0.0,6,1218,Attchd,676,VinylSd,1218,0,4,0,4,Somerst,Partial,2009,Lvl,4,New,Fin,5,2,0,27,75.0,2009,VinylSd,4,1218,208300
0,1928.0,0.0,7,1378,Detchd,360,MetalSd,689,689,3,4,4,OldTown,Normal,2005,Lvl,3,WD,Unf,9,2,0,141,60.0,1928,MetalSd,7,689,161000
0,1959.0,132.0,5,1041,Attchd,270,MetalSd,1041,0,3,0,3,NAmes,Normal,1959,Lvl,3,WD,RFn,6,1,224,991,80.0,1959,MetalSd,6,1041,124500
0,1951.0,70.0,5,1363,CarPort,288,Wd Sdng,1363,0,3,3,3,NAmes,Normal,2000,Lvl,4,WD,Unf,7,1,324,650,75.0,1951,Wd Sdng,6,1008,164900
0,2005.0,94.0,7,1368,Attchd,474,VinylSd,1368,0,4,4,4,NridgHt,Partial,2006,Lvl,4,New,RFn,5,2,132,0,40.0,2005,VinylSd,6,1368,202665
0,1964.0,0.0,5,864,Detchd,624,VinylSd,864,0,3,0,3,NAmes,Normal,1958,Lvl,3,WD,Unf,5,2,0,521,70.0,1958,VinylSd,5,864,129900
0,1983.0,0.0,6,1080,Attchd,484,VinylSd,1080,0,3,0,3,Mitchel,Normal,1983,Bnk,3,WD,Unf,5,2,120,336,71.0,1983,VinylSd,5,1084,134000
0,1926.0,0.0,5,789,Detchd,200,Wd Sdng,789,0,3,0,3,Crawfor,Normal,1950,Lvl,3,WD,Unf,5,1,0,0,55.0,1926,Wd Sdng,5,768,96500
0,2009.0,305.0,10,2020,Attchd,900,CmentBd,2020,0,5,4,5,NridgHt,Partial,2009,Lvl,5,New,Fin,5,3,156,1436,94.0,2009,CemntBd,9,2006,402861
0,1972.0,333.0,6,2119,Attchd,583,HdBoard,1378,741,3,3,3,NWAmes,Abnorml,1972,Lvl,3,COD,RFn,6,2,0,0,,1972,HdBoard,7,689,158000
0,1996.0,921.0,7,2344,Attchd,889,VinylSd,1277,1067,4,3,4,NoRidge,Normal,1997,Lvl,4,WD,RFn,5,3,220,0,79.0,1996,VinylSd,7,1264,265000
1,1998.0,0.0,6,1796,Attchd,546,VinylSd,882,914,4,0,3,CollgCr,Normal,1998,Lvl,3,WD,RFn,5,2,0,706,,1998,VinylSd,7,794,211000
0,1926.0,0.0,7,2080,Detchd,282,MetalSd,1276,804,4,4,4,Crawfor,Normal,2004,Lvl,4,WD,Unf,9,1,0,0,53.0,1926,MetalSd,9,1276,234000
0,,0.0,4,1294,,0,MetalSd,694,600,0,0,3,OldTown,Normal,2000,Lvl,3,WD,,7,0,220,0,60.0,1900,MetalSd,7,0,106250
0,1957.0,0.0,6,1244,Attchd,336,VinylSd,1244,0,3,4,3,NAmes,Normal,1957,Lvl,3,WD,Unf,6,1,0,777,90.0,1957,VinylSd,6,1244,150000
0,1950.0,0.0,6,1664,Detchd,420,CmentBd,1004,660,3,4,3,BrkSide,Normal,1950,Lvl,3,WD,Unf,7,2,0,399,50.0,1947,CemntBd,7,1004,159000
3,2007.0,762.0,10,4676,BuiltIn,884,CmentBd,3138,1538,5,4,5,Edwards,Partial,2008,Bnk,5,New,Fin,5,3,208,2260,130.0,2007,CemntBd,11,3138,184750
0,1996.0,594.0,7,2398,Attchd,834,VinylSd,1383,1015,4,3,4,NoRidge,Normal,1997,Lvl,4,WD,Fin,5,3,239,719,95.0,1996,VinylSd,8,1379,315750
0,2005.0,0.0,7,1266,Attchd,453,VinylSd,1266,0,4,3,4,Somerst,Normal,2005,Lvl,4,WD,Unf,5,2,38,0,62.0,2005,VinylSd,6,1257,176000
0,1956.0,0.0,5,928,Attchd,252,Wd Sdng,928,0,4,0,3,NAmes,Normal,2000,Lvl,3,WD,Unf,7,1,261,377,70.0,1956,Wd Sdng,4,928,132000
2,2008.0,268.0,9,2713,Attchd,858,VinylSd,1476,1237,5,4,5,NridgHt,Partial,2008,Lvl,5,New,Fin,5,3,126,1330,67.0,2008,VinylSd,11,1452,446261
1,,0.0,4,605,,0,Wd Sdng,605,0,3,0,3,Edwards,Normal,2002,Lvl,3,WD,,7,0,0,348,58.0,1920,Wd Sdng,5,528,86000
0,1975.0,,6,2515,Attchd,484,Stone,2515,0,3,3,3,Crawfor,Alloca,1975,Lvl,4,WD,RFn,3,2,0,1219,,1957,Wd Sdng,9,2035,200624
2,1988.0,219.0,6,1509,Attchd,600,HdBoard,1509,0,4,2,4,Timber,Abnorml,1989,Lvl,4,WD,RFn,5,2,224,783,85.0,1988,HdBoard,5,1461,175000
1,1920.0,0.0,6,1362,Detchd,502,Wd Sdng,751,611,2,0,3,BrkSide,Normal,1999,Lvl,3,WD,Fin,8,2,0,0,60.0,1920,Wd Sdng,6,611,128000
0,1967.0,0.0,5,827,Detchd,392,VinylSd,827,0,0,1,3,NAmes,Normal,2007,Lvl,3,WD,Unf,7,1,0,0,60.0,1955,VinylSd,5,0,107500
0,,0.0,1,334,,0,VinylSd,334,0,0,0,2,BrkSide,Normal,1950,Low,2,WD,,3,0,0,0,50.0,1946,VinylSd,2,0,39300
2,2004.0,0.0,8,1414,Attchd,403,VinylSd,707,707,5,4,4,Gilbert,Normal,2004,Lvl,4,WD,Fin,5,2,100,0,74.0,2004,VinylSd,6,707,178000
3,,0.0,5,1347,,0,MetalSd,820,527,4,0,3,Edwards,Normal,1991,Lvl,3,WD,,7,0,85,969,70.0,1910,MetalSd,5,1117,107500
2,1998.0,0.0,7,1724,Attchd,527,VinylSd,880,844,4,0,4,CollgCr,Normal,1999,Lvl,3,WD,Fin,5,2,120,0,57.0,1998,VinylSd,8,880,188000
0,1980.0,0.0,4,864,Detchd,576,MetalSd,864,0,3,0,3,NAmes,Normal,1972,Lvl,3,COD,Unf,5,2,216,600,,1972,MetalSd,5,864,111250
0,1968.0,188.0,5,1159,Attchd,336,Plywood,1159,0,3,2,3,Sawyer,Normal,1968,Lvl,3,WD,Unf,5,1,466,673,,1968,Plywood,7,1051,158000
2,2001.0,479.0,8,1601,Attchd,670,VinylSd,1601,0,4,3,4,CollgCr,Normal,2002,Lvl,4,WD,RFn,5,2,180,1358,,2001,VinylSd,6,1581,272000
2,2006.0,584.0,9,1838,Attchd,765,VinylSd,1838,0,5,4,5,Timber,Normal,2006,Lvl,5,WD,Fin,5,3,270,1260,85.0,2006,VinylSd,8,1838,315000
0,2000.0,72.0,8,2285,BuiltIn,648,VinylSd,997,1288,4,3,4,NoRidge,Normal,2000,Lvl,4,WD,Fin,5,3,0,0,,2000,VinylSd,8,969,248000
0,1998.0,0.0,7,1680,Attchd,583,VinylSd,1680,0,5,3,4,NWAmes,Normal,1999,Lvl,4,WD,Fin,5,2,78,144,78.0,1998,VinylSd,7,1650,213250
2,1998.0,182.0,7,767,Attchd,367,MetalSd,767,0,4,0,3,NAmes,Normal,1998,Lvl,3,WD,Fin,5,1,120,584,34.0,1998,MetalSd,4,723,133000
2,2006.0,0.0,7,1496,Attchd,426,VinylSd,664,832,4,4,4,Gilbert,Partial,2006,Lvl,4,New,RFn,5,2,100,554,58.0,2006,VinylSd,7,654,179665
0,1988.0,178.0,7,2183,Attchd,786,HdBoard,1377,806,4,0,4,NWAmes,Normal,1988,Lvl,4,WD,Unf,5,3,0,1002,,1988,HdBoard,9,1204,229000
0,1950.0,0.0,6,1635,Detchd,440,Wd Sdng,915,720,4,4,3,BrkSide,Normal,1950,Bnk,3,WD,Unf,7,2,0,300,70.0,1923,BrkFace,6,1065,210000
2,1987.0,0.0,5,768,Detchd,624,VinylSd,768,0,4,0,3,Mitchel,Normal,1970,Lvl,3,WD,Unf,7,2,104,619,54.0,1970,VinylSd,5,768,129500
0,1963.0,0.0,5,825,Detchd,720,MetalSd,825,0,3,0,3,OldTown,Normal,1995,HLS,3,WD,RFn,7,2,140,180,49.0,1955,MetalSd,4,825,125000
0,2003.0,0.0,7,2094,BuiltIn,615,VinylSd,912,1182,4,4,4,Somerst,Normal,2004,Lvl,4,WD,Fin,5,2,182,0,75.0,2003,VinylSd,8,912,263000
0,1977.0,0.0,6,1069,Attchd,440,Plywood,1069,0,4,0,3,NPkVill,Abnorml,1977,Lvl,3,COD,RFn,6,2,0,559,53.0,1977,Plywood,4,1069,140000
0,1957.0,0.0,5,928,Attchd,288,BrkFace,928,0,3,0,3,OldTown,Normal,1957,Lvl,3,WD,Fin,6,1,0,308,50.0,1957,BrkFace,5,928,112500
2,2006.0,250.0,8,1717,Attchd,908,VinylSd,1717,0,5,4,4,NridgHt,Normal,2006,Lvl,4,WD,RFn,5,3,169,0,87.0,2006,VinylSd,7,1709,255500
0,2002.0,0.0,4,1126,Detchd,520,VinylSd,1126,0,0,0,4,Edwards,Normal,2003,Lvl,3,WD,Fin,5,2,0,0,67.0,1949,VinylSd,5,0,108000
0,2003.0,292.0,7,2046,BuiltIn,871,VinylSd,1006,1040,4,4,4,NridgHt,Normal,2004,Lvl,4,WD,RFn,5,3,320,866,85.0,2003,VinylSd,8,998,284000
0,1922.0,0.0,5,1048,Detchd,280,MetalSd,1048,0,3,4,3,BrkSide,Normal,1950,Lvl,3,WD,Unf,6,1,0,0,58.0,1922,MetalSd,5,993,113000
0,1957.0,0.0,5,1092,Attchd,299,Wd Sdng,1092,0,3,3,3,NAmes,Normal,1957,Lvl,3,WD,Fin,5,1,268,895,69.0,1957,Wd Sdng,6,1092,141000
0,1994.0,0.0,4,1336,CarPort,570,MetalSd,897,439,3,0,3,IDOTRR,Normal,1950,Low,3,COD,Unf,6,1,0,637,60.0,1920,MetalSd,7,637,108000
3,1996.0,0.0,7,1446,Attchd,406,HdBoard,729,717,4,3,3,Gilbert,Normal,1997,HLS,3,WD,Unf,5,2,264,604,57.0,1996,HdBoard,6,729,175000
3,2003.0,18.0,7,1557,Attchd,420,VinylSd,1557,0,4,3,4,Blmngtn,Normal,2004,Lvl,4,WD,Fin,5,2,143,0,,2003,VinylSd,7,1374,234000
0,1957.0,180.0,5,1392,Detchd,528,Wd Sdng,1392,0,4,4,3,Sawyer,Normal,1996,Lvl,3,WD,Unf,6,2,0,1302,,1957,Wd Sdng,5,1392,121500
2,1975.0,0.0,5,1389,Attchd,418,HdBoard,1389,0,4,3,3,Mitchel,Normal,1975,Lvl,3,WD,RFn,5,2,240,1071,77.0,1974,HdBoard,6,1389,170000
0,,0.0,5,996,,0,Wd Shng,996,0,3,4,3,Edwards,Normal,1969,Lvl,3,WD,,6,0,144,290,63.0,1940,WdShing,6,996,108000
1,1955.0,0.0,6,1674,Detchd,396,Wd Sdng,1163,511,4,4,3,Edwards,Normal,1950,Lvl,3,WD,Fin,7,2,72,0,66.0,1918,Wd Sdng,8,1163,185000
0,1992.0,0.0,7,2295,Attchd,590,HdBoard,1166,1129,4,3,4,NoRidge,Normal,2000,Lvl,4,WD,RFn,5,2,0,728,,1992,HdBoard,9,1095,268000
0,1920.0,0.0,6,1647,Detchd,216,Wd Sdng,841,806,4,0,2,SWISU,Normal,1950,Bnk,3,WD,Unf,4,1,0,0,66.0,1915,Wd Sdng,6,806,128000
0,2005.0,245.0,9,2504,BuiltIn,656,VinylSd,1134,1370,4,4,5,StoneBr,Normal,2007,Lvl,4,WD,Fin,5,3,144,0,77.0,2005,VinylSd,11,1122,325000
0,2004.0,168.0,7,1535,Attchd,532,VinylSd,1535,0,4,0,4,NridgHt,Normal,2004,Lvl,4,WD,RFn,5,2,0,2,70.0,2004,VinylSd,7,1517,214000
3,1983.0,0.0,8,2132,BuiltIn,612,Wd Sdng,1496,636,4,4,4,SawyerW,Normal,2009,Low,4,WD,Fin,8,2,349,1441,79.0,1983,Wd Sdng,5,1496,316600
3,1979.0,0.0,5,943,Detchd,600,MetalSd,943,0,4,3,3,NAmes,Normal,1979,Lvl,3,WD,Unf,5,2,42,943,,1979,MetalSd,4,943,135960
0,1987.0,108.0,5,1728,Detchd,576,HdBoard,1728,0,3,0,3,NAmes,Normal,1965,Lvl,3,WD,Unf,5,2,0,231,74.0,1965,HdBoard,10,1728,142600
0,1959.0,207.0,6,864,Attchd,288,Wd Shng,864,0,3,0,4,NAmes,Abnorml,1959,Lvl,3,WD,Unf,6,1,168,414,60.0,1959,WdShing,4,864,120000
2,2009.0,0.0,7,1692,Attchd,650,VinylSd,846,846,5,0,4,Timber,Partial,2009,HLS,3,New,RFn,5,2,208,0,83.0,2009,VinylSd,6,846,224500
0,2000.0,0.0,7,1430,BuiltIn,400,VinylSd,774,656,4,3,3,Gilbert,Normal,2000,Lvl,3,WD,RFn,5,2,100,0,76.0,2000,VinylSd,8,384,170000
2,1971.0,82.0,5,1109,BuiltIn,288,AsphShn,576,533,3,0,3,NAmes,Normal,2005,Lvl,3,WD,Unf,7,1,35,349,70.0,1971,MetalSd,5,372,139000
0,1947.0,0.0,5,1216,Detchd,336,MetalSd,832,384,3,0,3,NAmes,Abnorml,1950,Lvl,3,COD,Unf,5,1,158,442,80.0,1947,MetalSd,6,832,118500
0,1928.0,0.0,7,1477,Detchd,216,Wd Sdng,877,600,3,4,3,SWISU,Normal,1950,Lvl,3,WD,Unf,7,1,0,0,52.0,1928,Wd Sdng,6,861,145000
2,1966.0,97.0,5,1320,Attchd,564,VinylSd,1320,0,3,2,3,Sawyer,Abnorml,1966,Lvl,3,WD,RFn,6,2,160,328,96.0,1966,VinylSd,6,1164,164500
0,2007.0,0.0,7,1392,Detchd,540,VinylSd,703,689,4,0,4,Somerst,Abnorml,2007,Lvl,4,WD,Unf,5,2,0,0,34.0,2007,VinylSd,5,689,146000
0,1954.0,335.0,5,1795,Attchd,352,MetalSd,1050,745,3,0,3,OldTown,Normal,1954,Lvl,3,WD,Unf,5,1,0,0,81.0,1954,MetalSd,7,1050,131500
0,1960.0,85.0,6,1429,Attchd,572,Wd Sdng,1429,0,3,4,4,NAmes,Normal,1987,Lvl,3,WD,Unf,6,2,216,594,,1960,Wd Sdng,7,1144,181900
0,2009.0,306.0,8,2042,Attchd,1390,VinylSd,2042,0,5,4,5,NridgHt,Partial,2009,Lvl,5,New,RFn,5,3,0,0,98.0,2008,VinylSd,8,2042,253293
2,,104.0,6,816,,0,HdBoard,816,0,4,0,3,Edwards,Normal,1990,Lvl,3,WD,,5,0,0,816,81.0,1990,HdBoard,5,816,118500
0,1988.0,0.0,10,2775,Detchd,880,Wd Sdng,1521,1254,3,4,4,OldTown,Normal,2000,Lvl,5,WD,Unf,9,2,105,0,75.0,1893,Wd Sdng,9,1237,325000
0,1935.0,0.0,4,1573,Detchd,240,AsbShng,989,584,3,0,4,BrkSide,Normal,1995,Lvl,3,WD,Unf,7,1,0,0,51.0,1935,AsbShng,6,884,133000
3,2005.0,208.0,8,2028,Attchd,880,VinylSd,2028,0,5,4,4,Timber,Partial,2006,Lvl,4,New,RFn,5,3,326,1460,88.0,2005,VinylSd,7,1868,369900
1,1961.0,0.0,6,838,Detchd,275,Wd Shng,838,0,3,0,2,BrkSide,Normal,2000,Lvl,3,WD,Fin,7,1,0,210,55.0,1918,Stucco,5,816,130000
2,1996.0,0.0,5,860,Detchd,528,HdBoard,860,0,3,0,3,Sawyer,Normal,1982,Lvl,3,WD,Unf,6,2,0,672,74.0,1982,HdBoard,4,840,137000
3,1968.0,0.0,5,1473,Attchd,452,Wd Sdng,1473,0,3,4,5,ClearCr,Partial,2003,Low,3,WD,Unf,8,1,0,1324,65.0,1968,Wd Sdng,5,1437,143000
0,1988.0,0.0,5,935,Detchd,308,VinylSd,779,0,3,0,3,BrkSide,Normal,1960,Lvl,3,WD,Unf,6,1,0,0,50.0,1930,VinylSd,4,742,79500
0,2004.0,0.0,7,1582,Attchd,520,VinylSd,770,812,4,0,4,CollgCr,Normal,2004,Lvl,4,WD,RFn,5,2,0,490,64.0,2004,VinylSd,6,770,185900
3,2008.0,420.0,10,2296,BuiltIn,842,CmentBd,1728,568,5,4,5,NridgHt,Normal,2008,Lvl,5,ConLI,RFn,5,3,382,1338,97.0,2008,CemntBd,10,1722,451950
0,1985.0,0.0,5,816,Detchd,816,HdBoard,816,0,3,0,3,Mitchel,Normal,2003,Lvl,3,WD,Fin,8,2,0,816,60.0,1982,HdBoard,4,816,138000
2,2003.0,170.0,6,848,Attchd,420,VinylSd,848,0,4,0,4,CollgCr,Normal,2003,Lvl,4,WD,Fin,5,2,140,685,,2003,VinylSd,4,848,140000
0,1981.0,0.0,5,924,Detchd,280,HdBoard,924,0,4,0,3,CollgCr,Normal,1975,Lvl,3,WD,Unf,6,1,0,0,88.0,1975,HdBoard,5,924,110000
3,2005.0,238.0,8,1826,Attchd,758,Other,1826,0,4,3,4,StoneBr,Partial,2006,Lvl,4,New,Fin,5,3,180,1422,69.0,2005,VinylSd,7,1814,319000
0,1930.0,0.0,6,1368,Detchd,216,VinylSd,684,684,3,0,3,OldTown,Normal,1993,Lvl,3,WD,Unf,7,1,0,0,60.0,1910,VinylSd,7,684,114504
2,2006.0,72.0,7,1402,Attchd,648,VinylSd,1402,0,5,4,4,Blmngtn,Partial,2007,Lvl,4,New,Fin,5,3,120,0,53.0,2006,VinylSd,7,1258,194201
1,1977.0,459.0,5,1647,Attchd,621,Plywood,1647,0,4,3,4,Crawfor,Normal,1977,Bnk,3,WD,Fin,6,2,0,1283,80.0,1977,Plywood,7,1430,217500
0,1980.0,0.0,6,1556,Attchd,452,MetalSd,716,840,4,3,3,Blueste,Normal,1980,Lvl,3,COD,Fin,6,2,161,81,24.0,1980,MetalSd,6,716,151000
2,2003.0,280.0,8,1904,BuiltIn,736,VinylSd,1058,846,4,4,5,NridgHt,Normal,2005,Lvl,4,WD,Fin,5,2,179,546,74.0,2005,VinylSd,8,1058,275000
0,1979.0,0.0,6,1375,Detchd,544,Wd Sdng,780,595,3,4,4,IDOTRR,Normal,1950,Bnk,3,WD,Unf,6,1,0,0,50.0,1937,Wd Sdng,6,780,141000
1,1992.0,0.0,8,1915,Attchd,506,HdBoard,927,988,4,3,4,SawyerW,Abnorml,1992,Lvl,4,WD,Fin,5,2,120,789,80.0,1992,HdBoard,8,908,220000
0,2004.0,0.0,7,1200,Detchd,480,MetalSd,600,600,4,0,4,Somerst,Normal,2005,Lvl,4,WD,RFn,5,2,0,0,30.0,2004,MetalSd,4,600,151000
1,2002.0,99.0,7,1494,Attchd,530,VinylSd,1494,0,4,3,4,CollgCr,Normal,2002,Lvl,4,WD,RFn,5,2,192,922,88.0,2002,VinylSd,6,1494,221000
0,1965.0,176.0,7,1986,Attchd,486,HdBoard,1186,800,3,2,3,NAmes,Normal,1990,Lvl,3,WD,Unf,6,2,0,454,85.0,1965,HdBoard,7,768,205000
0,2000.0,0.0,5,1040,Detchd,576,VinylSd,1040,0,4,0,4,CollgCr,Normal,1996,Low,3,WD,Unf,5,2,168,732,82.0,1996,VinylSd,6,1040,152000
0,1948.0,0.0,5,2008,Attchd,230,MetalSd,1112,896,3,0,5,Edwards,Normal,2002,Bnk,3,WD,Unf,8,1,103,603,78.0,1948,MetalSd,8,896,225000
1,1934.0,0.0,8,3194,Basment,380,Wd Sdng,1940,1254,4,4,3,Crawfor,Alloca,1998,HLS,3,WD,Unf,6,2,0,428,78.0,1934,BrkFace,10,965,359100
1,1961.0,192.0,4,1029,Attchd,261,VinylSd,1029,0,3,0,3,Sawyer,Normal,1961,Lvl,3,WD,Unf,5,1,64,903,61.0,1961,VinylSd,5,1029,118500
1,2000.0,204.0,9,2153,Attchd,736,VinylSd,1476,677,5,5,5,CollgCr,Normal,2000,Lvl,4,WD,Fin,5,3,253,904,,2000,VinylSd,8,1440,313000
2,1978.0,233.0,6,1032,Attchd,564,HdBoard,1032,0,4,3,3,NWAmes,Normal,1978,Lvl,3,WD,Unf,6,2,0,605,,1978,HdBoard,6,1032,148000
2,2001.0,108.0,8,1872,BuiltIn,531,VinylSd,1299,573,4,3,5,CollgCr,Normal,2001,Lvl,4,WD,RFn,5,2,160,990,,2001,VinylSd,7,1299,261500
0,,0.0,5,1120,,0,VinylSd,1120,0,4,0,3,Mitchel,Partial,2007,Lvl,3,New,,5,0,0,206,70.0,2007,VinylSd,6,1120,147000
2,,0.0,4,630,,0,CmentBd,630,0,4,0,3,MeadowV,Normal,1972,Lvl,3,WD,,6,0,96,150,21.0,1972,CemntBd,3,630,75500
3,1963.0,156.0,6,1054,Attchd,480,MetalSd,1054,0,3,0,4,NAmes,Abnorml,1963,Lvl,3,WD,RFn,7,2,120,763,80.0,1963,MetalSd,6,936,137500
0,2002.0,0.0,6,1509,Attchd,393,VinylSd,807,702,4,4,4,Gilbert,Normal,2003,Lvl,4,WD,Fin,5,2,100,457,,2002,VinylSd,7,783,183200
0,1962.0,0.0,6,832,Detchd,528,MetalSd,832,0,3,0,4,NAmes,Normal,1954,HLS,3,WD,Unf,6,2,0,0,59.0,1954,MetalSd,4,832,105500
2,2007.0,452.0,9,1828,Attchd,774,CmentBd,1828,0,5,4,4,NridgHt,Partial,2007,Lvl,5,New,Unf,5,3,0,48,90.0,2007,CemntBd,9,1822,314813
3,2003.0,226.0,8,2262,Attchd,749,VinylSd,1482,780,4,4,4,Timber,Normal,2003,Lvl,4,WD,Fin,5,3,168,871,85.0,2003,VinylSd,10,1482,305000
0,,0.0,3,864,,0,Stucco,864,0,3,0,3,Edwards,Normal,1950,Lvl,3,WD,,3,0,0,41,45.0,1914,Stucco,5,864,67000
0,1974.0,0.0,6,2614,Attchd,624,HdBoard,1548,1066,3,3,3,NWAmes,Normal,1997,Lvl,3,WD,RFn,7,2,38,956,90.0,1974,HdBoard,9,1522,240000
0,1986.0,153.0,5,980,Detchd,484,Plywood,980,0,3,0,3,Sawyer,Normal,1977,Lvl,3,WD,Unf,6,2,192,560,71.0,1977,Plywood,6,980,135000
0,2000.0,513.0,6,1512,Detchd,440,MetalSd,756,756,4,3,4,Somerst,Normal,2000,Lvl,4,WD,Unf,5,2,0,420,,2000,MetalSd,4,756,168500
0,1972.0,288.0,6,1790,Attchd,484,VinylSd,1012,778,3,3,3,NWAmes,Normal,1972,Lvl,3,WD,RFn,5,2,148,247,80.0,1972,VinylSd,8,732,165150
0,1962.0,261.0,6,1116,Attchd,440,Wd Sdng,1116,0,3,0,3,NAmes,Normal,1962,Lvl,3,WD,Unf,6,2,0,0,87.0,1962,Wd Sdng,5,1116,160000
0,1960.0,0.0,5,1422,Attchd,286,Wd Sdng,1422,0,3,3,3,NAmes,Normal,1978,Lvl,3,WD,RFn,5,1,0,0,,1960,Wd Sdng,6,978,139900
2,1955.0,164.0,6,1520,Basment,364,AsbShng,1520,0,3,4,3,NAmes,Normal,1972,Lvl,3,WD,RFn,6,1,0,674,80.0,1955,AsbShng,7,1156,153000
2,1969.0,192.0,5,2080,Attchd,504,Plywood,1040,1040,4,3,2,NAmes,Family,1969,HLS,3,WD,Unf,5,2,335,650,70.0,1969,Plywood,9,1040,135000
3,1964.0,259.0,6,1350,Attchd,520,Wd Sdng,1350,0,3,0,3,NAmes,Normal,1964,Lvl,3,WD,RFn,5,2,176,624,82.0,1964,Plywood,6,1248,168500
0,1937.0,0.0,5,1750,Detchd,240,VinylSd,1089,661,2,0,5,OldTown,Abnorml,1991,Lvl,3,WD,Unf,6,1,0,0,50.0,1880,VinylSd,8,636,124000
1,2006.0,108.0,8,1554,Attchd,627,VinylSd,1554,0,4,4,4,NridgHt,Normal,2006,Lvl,4,WD,RFn,5,2,156,24,34.0,2006,VinylSd,6,1554,209500
0,1977.0,209.0,7,1411,Attchd,544,Plywood,1411,0,3,3,3,NWAmes,Family,1977,Lvl,3,WD,Fin,5,2,192,822,85.0,1977,Plywood,6,1386,82500
0,1954.0,0.0,5,1056,Attchd,260,Wd Sdng,1056,0,3,0,3,NAmes,Normal,2005,Lvl,3,WD,Unf,7,1,390,480,80.0,1954,Wd Sdng,6,1056,139400
0,1980.0,0.0,6,1056,Detchd,576,Plywood,1056,0,3,0,3,OldTown,Normal,1980,Lvl,3,WD,Unf,5,2,264,1056,64.0,1980,Plywood,4,1056,144000
0,,0.0,6,3395,,0,VinylSd,1440,1440,3,0,2,SWISU,Abnorml,1995,Bnk,2,WD,,7,0,0,256,60.0,1914,VinylSd,14,1440,200000
0,,0.0,2,800,,0,AsbShng,800,0,3,1,2,BrkSide,Normal,1950,Lvl,2,ConLw,,3,0,0,0,51.0,1936,AsbShng,4,264,60000
0,1954.0,0.0,5,1387,BuiltIn,256,Wd Sdng,811,576,3,0,4,OldTown,Normal,1954,Lvl,3,WD,Unf,4,1,0,0,50.0,1954,Wd Sdng,7,811,93000
0,,0.0,5,796,,0,Wd Sdng,796,0,2,0,3,Edwards,Normal,1950,Lvl,3,WD,,7,0,328,0,67.0,1910,MetalSd,4,796,85000
2,2006.0,0.0,8,1567,Attchd,648,VinylSd,1567,0,4,4,5,Blmngtn,Partial,2006,Lvl,4,New,Fin,5,3,312,1154,53.0,2006,VinylSd,7,1520,264561
3,2003.0,472.0,8,1518,Attchd,588,MetalSd,1518,0,5,4,5,NridgHt,Normal,2004,Lvl,5,WD,RFn,5,2,185,1218,62.0,2003,MetalSd,6,1518,274000
0,2001.0,0.0,7,1929,Attchd,650,VinylSd,1057,872,4,3,4,Somerst,Normal,2001,Lvl,4,WD,Fin,5,2,0,738,,2001,VinylSd,7,1057,226000
3,1972.0,0.0,8,2704,Attchd,538,Wd Sdng,2000,704,4,3,5,NAmes,Normal,1995,Lvl,4,WD,Fin,7,2,269,1410,75.0,1972,Plywood,9,1952,345000
0,1969.0,263.0,5,1620,Attchd,462,HdBoard,780,840,3,0,3,NWAmes,Normal,1969,Lvl,3,WD,Fin,5,2,208,493,80.0,1969,WdShing,7,780,152000
1,2009.0,162.0,9,1766,Attchd,478,CmentBd,1766,0,5,4,5,Somerst,Partial,2009,Lvl,5,New,Fin,5,3,195,1121,85.0,2009,CemntBd,7,1766,370878
0,1979.0,0.0,6,981,Detchd,576,Plywood,981,0,3,0,3,NAmes,Normal,1971,Lvl,3,WD,Unf,5,2,0,282,,1971,Plywood,5,981,143250
0,1950.0,0.0,5,1048,Detchd,420,MetalSd,1048,0,0,0,3,NAmes,Normal,1950,Lvl,3,WD,Unf,5,2,0,0,60.0,1950,MetalSd,7,0,98300
1,1953.0,216.0,6,1094,Attchd,495,Wd Sdng,1094,0,3,4,3,Edwards,Normal,1953,Lvl,3,WD,RFn,5,2,0,500,85.0,1953,Wd Sdng,5,1094,155000
0,1966.0,351.0,6,1839,Attchd,442,MetalSd,1051,788,3,3,3,NAmes,Normal,1966,Lvl,3,WD,Unf,5,2,0,0,70.0,1966,MetalSd,7,756,155000
2,,0.0,4,630,,0,CmentBd,630,0,4,0,3,MeadowV,Normal,1970,Lvl,3,WD,,6,0,0,131,21.0,1970,CemntBd,3,630,84500
0,2007.0,,7,1665,Attchd,562,CmentBd,822,843,4,0,4,Somerst,Normal,2007,Lvl,4,WD,RFn,6,2,0,0,65.0,2007,CemntBd,7,813,205950
1,1940.0,0.0,4,1510,Detchd,296,MetalSd,755,755,3,4,3,Edwards,Normal,1950,Lvl,3,WD,Unf,5,1,120,0,60.0,1940,MetalSd,7,755,108000
